Año,Departamento,Institución,Matrícula_Inicial,Matrícula_Final,Tasa_Deserción,Causa_Probable,Estrato_Promedio,Distancia_Promedio_Km
2023,Putumayo,Murphy Inc Rural,129,108,0.162,Trabajo infantil,2.2,7.37
2024,Cauca,"Schultz, Kelley and Hayes Rural",299,285,0.046,Acceso,1.9,5.32
2020,Meta,Joseph-Richardson Rural,74,73,0.011,Acceso,1.5,2.77
2023,Meta,"Schwartz, Miller and Diaz Rural",109,96,0.116,Migración,1.2,0.19
2024,Chocó,"Davis, Cardenas and Ortiz Rural",283,249,0.117,Trabajo infantil,1.6,0.0
2022,Putumayo,Johnson Inc Rural,166,153,0.076,Acceso,1.0,2.69
2023,Cauca,Underwood Group Rural,139,129,0.066,Acceso,1.7,18.07
2021,Chocó,Jordan PLC Rural,246,220,0.102,Trabajo infantil,1.9,1.28
2021,Guaviare,Smith LLC Rural,76,72,0.046,Acceso,2.2,1.31
2020,Putumayo,Ortiz Ltd Rural,192,183,0.046,Económica,2.2,0.01
2024,Meta,"Estrada, Brown and Morales Rural",152,131,0.134,Otro,1.6,6.77
2024,Nariño,"Lewis, Aguilar and Flynn Rural",190,181,0.043,Migración,2.5,9.43
2023,Cauca,Morris-Jones Rural,137,135,0.014,Migración,2.2,1.97
2024,Casanare,"Morgan, Jones and Davis Rural",250,233,0.066,Acceso,1.9,6.23
2022,Guaviare,Meadows-Rodriguez Rural,227,209,0.077,Migración,1.3,2.32
2020,Meta,"Henry, Mora and Mcfarland Rural",79,69,0.123,Otro,1.9,11.61
2022,Guaviare,Porter LLC Rural,74,68,0.07,Acceso,1.3,4.47
2023,Cauca,Barron Inc Rural,203,168,0.171,Económica,2.0,5.41
2024,Casanare,Hernandez and Sons Rural,133,119,0.104,Acceso,2.0,6.18
2020,Cauca,"Clark, Taylor and Morrow Rural",105,98,0.06,Migración,2.3,0.92
2020,La Guajira,"Goodman, Burke and Rodriguez Rural",219,192,0.121,Migración,1.7,15.21
2022,Casanare,"Lopez, Johnson and Higgins Rural",207,171,0.17,Otro,1.7,0.22
2021,Putumayo,Moreno-Ferrell Rural,126,109,0.133,Otro,2.2,1.76
2022,Casanare,"Wright, Vega and Morris Rural",233,227,0.025,Trabajo infantil,2.5,6.27
2024,Amazonas,Morales-Coleman Rural,206,189,0.081,Otro,1.6,3.61
2021,Chocó,"Donovan, Costa and Tran Rural",65,57,0.113,Trabajo infantil,2.4,3.56
2020,Amazonas,Williams-Beltran Rural,230,200,0.13,Otro,2.2,8.79
2022,Cauca,Arnold PLC Rural,270,245,0.091,Trabajo infantil,2.3,5.97
2021,Casanare,"Collins, Smith and Shaw Rural",229,209,0.084,Otro,1.6,12.69
2022,Casanare,"Clark, Price and Brooks Rural",153,123,0.19,Acceso,1.7,5.93
2021,La Guajira,Jones PLC Rural,171,148,0.133,Migración,1.3,1.6
2023,Putumayo,Hickman LLC Rural,265,232,0.121,Acceso,1.2,8.23
2021,La Guajira,Krause Group Rural,52,48,0.072,Económica,2.0,2.04
2021,Meta,Floyd-Garrett Rural,218,208,0.045,Acceso,2.5,19.2
2021,Cauca,"Ho, Morse and Nelson Rural",85,74,0.122,Acceso,2.3,6.49
2024,Casanare,"Rodriguez, Garcia and Graves Rural",209,179,0.139,Migración,1.7,4.13
2023,Guaviare,"Shah, Rivera and Gentry Rural",259,233,0.1,Acceso,1.6,2.39
2021,La Guajira,Reynolds Group Rural,158,136,0.133,Otro,1.0,0.89
2023,Nariño,Hill Inc Rural,232,200,0.135,Otro,1.4,2.43
2024,Putumayo,Montgomery LLC Rural,58,49,0.142,Económica,1.9,0.13
2022,Cauca,"Castaneda, Mendoza and Smith Rural",198,193,0.024,Acceso,2.4,6.1
2020,La Guajira,Gallegos Ltd Rural,236,216,0.082,Otro,2.5,8.49
2022,Meta,Johnson Ltd Rural,182,159,0.125,Económica,1.8,0.27
2024,Cauca,"Lopez, Buchanan and Juarez Rural",112,100,0.102,Acceso,1.9,3.51
2020,Guaviare,"Clark, Smith and Solis Rural",254,219,0.135,Otro,1.5,0.99
2020,Putumayo,"Perez, Hawkins and Nelson Rural",186,163,0.121,Económica,1.7,8.05
2024,Meta,"Davis, Tanner and Walker Rural",196,196,0.0,Trabajo infantil,1.6,0.71
2022,Chocó,Jenkins PLC Rural,92,77,0.155,Económica,2.0,10.02
2024,Chocó,Price Group Rural,236,218,0.076,Otro,1.4,1.71
2023,La Guajira,"Smith, Preston and Weaver Rural",196,184,0.057,Económica,2.0,10.26
2022,Amazonas,Bridges-Lee Rural,123,104,0.153,Acceso,1.1,1.44
2024,Cauca,Simpson LLC Rural,267,232,0.131,Trabajo infantil,1.4,4.9
2024,Chocó,Castillo-Oconnor Rural,120,100,0.161,Trabajo infantil,1.0,11.83
2020,La Guajira,"Austin, Compton and Ho Rural",282,250,0.113,Otro,2.1,0.06
2023,Putumayo,Hart-Williams Rural,256,235,0.082,Migración,1.4,3.98
2021,Meta,"Gardner, Nelson and Barton Rural",96,85,0.107,Otro,2.3,1.7
2022,Cauca,"Diaz, Roberts and Smith Rural",297,282,0.049,Migración,1.9,4.85
2021,Meta,"Bowman, Gonzalez and Gonzalez Rural",242,234,0.032,Acceso,2.2,2.03
2021,Meta,Cook Ltd Rural,235,218,0.069,Migración,1.3,0.35
2022,Amazonas,"Griffin, Johnson and Aguirre Rural",214,176,0.177,Trabajo infantil,2.1,7.66
2020,Amazonas,Turner-Wilson Rural,92,85,0.073,Acceso,1.6,5.78
2022,Meta,Anderson Group Rural,241,237,0.015,Otro,1.4,2.02
2023,Meta,"Espinoza, Barton and Allen Rural",117,106,0.092,Migración,1.8,14.45
2023,Amazonas,"Ramos, Gonzalez and Tran Rural",123,114,0.073,Acceso,1.6,5.13
2022,Guaviare,Benton-Ray Rural,224,189,0.156,Económica,1.1,1.11
2024,Putumayo,"Dudley, Reeves and Thomas Rural",294,243,0.172,Acceso,1.9,2.71
2022,Putumayo,"Lamb, Hernandez and Anderson Rural",119,109,0.079,Trabajo infantil,2.2,1.63
2022,Casanare,Jackson-Holland Rural,168,149,0.113,Migración,2.1,1.62
2024,Nariño,Rodriguez-Miller Rural,183,161,0.117,Trabajo infantil,2.0,0.35
2021,Putumayo,Hernandez-Duncan Rural,190,171,0.098,Económica,2.0,3.66
2020,Amazonas,James-Jones Rural,155,141,0.088,Económica,1.8,6.69
2023,Putumayo,"Martinez, Peters and Lucas Rural",106,100,0.054,Trabajo infantil,1.4,6.1
2020,Amazonas,Lee PLC Rural,208,206,0.008,Económica,1.1,2.53
2024,Nariño,"Padilla, Davis and Flores Rural",293,277,0.054,Otro,2.0,1.53
2020,Cauca,"Phelps, Dixon and Welch Rural",269,243,0.096,Otro,1.2,1.56
2024,La Guajira,Nelson-Turner Rural,279,271,0.028,Económica,2.0,1.69
2022,Chocó,"Sosa, Arnold and Lin Rural",169,150,0.11,Económica,2.0,4.63
2022,Casanare,Hamilton LLC Rural,227,203,0.103,Trabajo infantil,1.4,0.4
2020,Chocó,Vaughn Group Rural,248,229,0.073,Económica,1.6,4.57
2022,Amazonas,"Powell, Castillo and Harris Rural",116,106,0.086,Trabajo infantil,1.3,4.89
2020,Meta,"Taylor, Smith and White Rural",300,289,0.035,Migración,1.9,0.08
2021,Meta,Wong Group Rural,77,66,0.141,Migración,1.8,16.76
2023,Nariño,Patrick-Craig Rural,207,177,0.141,Económica,2.4,6.13
2022,Cauca,"Peterson, Mendoza and Mueller Rural",58,55,0.043,Económica,1.1,4.71
2022,Meta,Pittman-Walker Rural,54,51,0.044,Acceso,1.2,4.55
2020,Amazonas,Payne-Parker Rural,220,208,0.054,Acceso,1.4,10.05
2022,Casanare,"Rodriguez, Myers and Mendoza Rural",197,171,0.128,Económica,1.8,1.13
2023,Meta,Campbell PLC Rural,161,142,0.117,Acceso,2.3,4.43
2020,Guaviare,Nicholson-Cook Rural,107,90,0.152,Económica,1.6,2.62
2023,Cauca,Hebert-Vazquez Rural,195,164,0.158,Otro,2.4,0.08
2022,Putumayo,Weiss-Collins Rural,224,218,0.023,Trabajo infantil,1.6,2.99
2020,Putumayo,Clark PLC Rural,186,162,0.126,Trabajo infantil,1.1,15.8
2023,Chocó,"Richmond, Bennett and Miller Rural",215,181,0.156,Migración,1.3,1.04
2020,Casanare,Norton-Grimes Rural,219,200,0.083,Migración,1.4,5.58
2023,Cauca,"Burch, Galloway and Schneider Rural",211,190,0.099,Trabajo infantil,1.7,0.49
2023,Nariño,"Vazquez, Scott and Swanson Rural",85,77,0.091,Económica,1.3,6.9
2024,Nariño,Johnson-Hall Rural,175,158,0.093,Acceso,1.1,1.5
2024,Chocó,Estrada-Pruitt Rural,177,152,0.141,Otro,2.4,2.85
2023,Amazonas,"Jenkins, Green and Patel Rural",59,47,0.187,Trabajo infantil,1.1,5.08
2020,Casanare,Dennis-Mitchell Rural,80,66,0.169,Migración,2.2,1.39
2024,Meta,Pearson-Thomas Rural,290,268,0.075,Otro,1.2,1.11
2024,Nariño,Dennis and Sons Rural,286,253,0.113,Económica,1.1,10.5
2021,Meta,"Hudson, Miller and Foster Rural",217,203,0.061,Económica,1.7,1.58
2024,Amazonas,"Orozco, Washington and Diaz Rural",112,104,0.065,Migración,1.0,1.42
2020,Chocó,Swanson-Jones Rural,260,234,0.097,Económica,1.7,6.6
2021,Cauca,Morris Group Rural,259,242,0.064,Económica,1.2,4.67
2024,Nariño,Simpson-Barnes Rural,66,61,0.071,Migración,1.6,15.13
2023,Putumayo,Turner LLC Rural,80,71,0.112,Otro,1.8,9.12
2022,Nariño,Brown Ltd Rural,245,214,0.125,Económica,1.9,13.49
2022,Cauca,Sanders Group Rural,80,70,0.124,Trabajo infantil,1.2,3.93
2023,La Guajira,"Torres, Castaneda and Wilson Rural",228,199,0.124,Trabajo infantil,1.8,6.79
2023,Nariño,Moore-Harris Rural,286,275,0.038,Otro,1.1,6.7
2020,Casanare,"Jefferson, Sparks and Lee Rural",249,233,0.062,Migración,1.0,2.32
2023,Cauca,"Henderson, Pittman and Ward Rural",51,45,0.102,Económica,1.3,12.68
2020,Chocó,"Rodriguez, Anderson and Cox Rural",156,131,0.154,Acceso,2.0,1.57
2021,La Guajira,Harper-Young Rural,213,166,0.218,Trabajo infantil,1.8,2.3
2023,Nariño,Delgado PLC Rural,290,256,0.115,Migración,1.9,7.74
2020,La Guajira,Davis-Morales Rural,233,201,0.136,Acceso,1.9,3.03
2020,Chocó,Robinson-Lee Rural,139,134,0.033,Acceso,1.0,6.11
2021,Nariño,Jenkins Ltd Rural,80,69,0.135,Otro,2.5,2.79
2024,Putumayo,Collins-Miller Rural,270,216,0.2,Otro,1.8,13.77
2023,Nariño,Haney Ltd Rural,120,112,0.062,Económica,1.3,0.33
2021,Meta,Brown LLC Rural,177,164,0.073,Migración,1.2,2.93
2020,Amazonas,Palmer and Sons Rural,215,184,0.143,Trabajo infantil,1.4,0.11
2023,Chocó,Park-Martinez Rural,135,121,0.101,Otro,2.2,0.29
2023,Amazonas,Simon and Sons Rural,76,75,0.004,Económica,2.4,3.38
2021,La Guajira,Hicks Ltd Rural,251,232,0.075,Económica,1.7,5.32
2020,Cauca,Lewis LLC Rural,279,231,0.172,Migración,2.1,1.51
2024,Putumayo,"Whitney, Jensen and Miller Rural",157,143,0.086,Migración,2.1,0.37
2022,Nariño,Edwards Ltd Rural,249,227,0.086,Económica,1.5,1.03
2020,Nariño,Thompson Ltd Rural,238,204,0.14,Acceso,2.3,8.41
2023,Nariño,"Wright, Shepherd and Burton Rural",68,60,0.117,Acceso,1.9,5.78
2020,Casanare,"Russell, Cole and Pierce Rural",87,79,0.083,Migración,2.4,1.85
2023,La Guajira,Griffin PLC Rural,149,138,0.069,Trabajo infantil,1.2,1.44
2021,Putumayo,Martinez-Short Rural,299,225,0.247,Trabajo infantil,1.3,2.21
2021,Amazonas,"Berg, Cummings and Dunlap Rural",227,190,0.162,Otro,1.1,2.18
2021,Cauca,"Vaughn, Reyes and Davis Rural",268,234,0.124,Acceso,1.7,1.84
2021,Putumayo,"Fowler, Cook and Rogers Rural",106,92,0.127,Trabajo infantil,1.9,12.25
2024,La Guajira,Morris-Henderson Rural,197,178,0.094,Otro,2.3,2.19
2020,Casanare,"Davis, Brock and Rivera Rural",269,237,0.116,Otro,1.7,3.52
2021,Meta,Adams-Zavala Rural,264,240,0.089,Acceso,1.4,4.03
2023,Nariño,"Garcia, Smith and Mitchell Rural",113,106,0.057,Trabajo infantil,1.7,3.5
2021,La Guajira,"Mccullough, Newton and Crawford Rural",283,249,0.118,Otro,2.3,5.65
2023,Amazonas,"Torres, Villarreal and Hernandez Rural",60,54,0.084,Acceso,2.1,9.1
2024,Amazonas,Ross Inc Rural,158,138,0.121,Otro,1.6,2.89
2020,Meta,"Grant, Huffman and Lee Rural",176,153,0.13,Migración,1.1,4.72
2020,Casanare,"Barry, Nguyen and Hess Rural",293,256,0.124,Migración,1.2,0.99
2022,Nariño,Bush and Sons Rural,215,203,0.054,Económica,1.0,5.92
2022,La Guajira,"Sanders, Stewart and Durham Rural",230,211,0.079,Acceso,2.3,0.9
2024,Amazonas,Mckay-Shaffer Rural,299,273,0.085,Acceso,1.7,0.01
2021,Casanare,"Price, Rivera and Montgomery Rural",97,82,0.149,Trabajo infantil,1.9,3.62
2020,Cauca,Krause Inc Rural,148,126,0.146,Trabajo infantil,1.8,0.88
2022,Casanare,"Gray, Greer and Briggs Rural",242,226,0.065,Trabajo infantil,2.0,0.56
2024,Guaviare,Wagner-Barrett Rural,197,189,0.037,Migración,2.2,1.26
2020,Putumayo,Thompson-Hopkins Rural,238,185,0.221,Económica,1.8,1.41
2022,Amazonas,"Key, White and Young Rural",78,68,0.122,Acceso,1.5,0.3
2024,Amazonas,"Oconnell, Taylor and Howard Rural",143,138,0.031,Trabajo infantil,1.3,1.24
2024,Cauca,Golden-Valencia Rural,193,179,0.072,Migración,1.2,16.08
2022,Nariño,"Thompson, Welch and Chan Rural",188,159,0.151,Económica,2.0,2.69
2024,Nariño,Silva Ltd Rural,242,192,0.204,Migración,1.5,2.8
2022,Guaviare,Garza-Webster Rural,224,180,0.194,Acceso,1.4,6.06
2020,Putumayo,Hodges-Gonzalez Rural,138,121,0.119,Acceso,1.7,0.94
2024,Cauca,Cross LLC Rural,170,170,0.0,Otro,2.0,10.22
2024,Chocó,Murray PLC Rural,165,148,0.1,Otro,1.6,4.99
2020,Nariño,Greer LLC Rural,278,264,0.049,Acceso,1.1,4.65
2023,La Guajira,Martin and Sons Rural,123,110,0.104,Económica,1.2,0.62
2022,Cauca,"Taylor, Greene and Dennis Rural",228,215,0.055,Migración,1.7,5.89
2021,Guaviare,Young LLC Rural,293,269,0.08,Económica,1.4,1.15
2024,La Guajira,"Rubio, Torres and Moon Rural",171,146,0.143,Trabajo infantil,1.6,1.14
2020,Chocó,"Vazquez, Kim and Lucas Rural",98,89,0.088,Económica,1.0,3.54
2021,Guaviare,King-Nguyen Rural,215,196,0.085,Trabajo infantil,1.6,7.87
2022,Putumayo,Flores-Wall Rural,174,157,0.097,Otro,2.0,0.36
2024,Guaviare,Garner-Perry Rural,163,125,0.231,Acceso,1.5,4.95
2021,Chocó,Gordon Ltd Rural,93,88,0.044,Trabajo infantil,1.3,5.83
2022,Chocó,Lang Inc Rural,247,218,0.114,Económica,1.2,9.04
2022,Meta,Benitez Ltd Rural,294,238,0.188,Migración,1.9,8.61
2021,Guaviare,Parker-Gomez Rural,123,111,0.097,Migración,2.5,2.03
2021,La Guajira,Smith-Koch Rural,110,92,0.161,Económica,1.1,7.84
2022,La Guajira,Manning PLC Rural,162,156,0.034,Trabajo infantil,1.6,9.65
2021,Guaviare,"Cruz, Fowler and Carroll Rural",231,210,0.09,Económica,2.0,10.71
2022,La Guajira,Wilson-Johnson Rural,145,136,0.06,Acceso,1.8,2.45
2021,Guaviare,"Hill, Suarez and Francis Rural",127,114,0.097,Económica,2.4,8.14
2023,Meta,Farmer and Sons Rural,246,221,0.098,Migración,2.4,0.35
2022,La Guajira,"Little, Mccormick and Herman Rural",51,45,0.103,Otro,2.5,10.49
2022,Chocó,Brewer PLC Rural,171,146,0.142,Trabajo infantil,2.5,17.22
2024,La Guajira,Noble-Anderson Rural,254,254,0.0,Otro,2.1,0.34
2023,Putumayo,Dennis-Snyder Rural,226,210,0.07,Económica,2.1,2.35
2020,La Guajira,Lane-Clark Rural,223,198,0.111,Otro,1.2,8.14
2020,Casanare,"Allen, Cohen and Fields Rural",208,206,0.006,Migración,1.7,1.24
2020,Putumayo,Nixon PLC Rural,64,55,0.131,Otro,2.0,2.16
2024,Guaviare,"Lewis, Wilcox and Patton Rural",106,98,0.069,Trabajo infantil,1.3,2.31
2020,Guaviare,"Evans, Knight and Ward Rural",267,242,0.091,Acceso,2.0,3.12
2020,Guaviare,Daniels Group Rural,150,128,0.145,Migración,1.7,6.17
2024,Guaviare,Gonzalez Ltd Rural,291,243,0.164,Económica,2.4,0.04
2022,Casanare,"Thomas, Parker and Patel Rural",87,75,0.133,Acceso,1.6,3.31
2022,Amazonas,"Summers, Harris and Matthews Rural",122,116,0.043,Trabajo infantil,1.5,0.03
2023,Guaviare,Cooper Ltd Rural,72,62,0.13,Migración,2.1,3.98
2023,Casanare,Dunn and Sons Rural,255,221,0.133,Acceso,1.4,0.34
2023,Casanare,Garcia Group Rural,85,74,0.123,Otro,1.9,7.62
2021,Nariño,"Holden, Gibson and Sanchez Rural",127,105,0.173,Acceso,2.5,6.97
2024,Putumayo,Mcdaniel-Wagner Rural,66,59,0.104,Otro,2.1,0.76
2020,Amazonas,"Costa, Hoover and Burnett Rural",154,127,0.171,Trabajo infantil,1.6,5.56
2024,Meta,Wilson-Ward Rural,231,191,0.17,Otro,2.1,0.93
2021,Nariño,Hill Inc Rural,97,83,0.135,Acceso,1.4,1.08
2023,Amazonas,Lambert-Ramirez Rural,260,230,0.115,Trabajo infantil,2.3,11.94
2022,Meta,"Hill, Carr and Parker Rural",193,169,0.123,Acceso,1.3,7.11
2020,La Guajira,"Gallagher, Gray and Simpson Rural",117,95,0.185,Trabajo infantil,2.4,11.0
2023,Cauca,"Chambers, Murphy and Frost Rural",217,183,0.154,Trabajo infantil,1.6,4.32
2023,Nariño,"Cook, Mccarthy and Zimmerman Rural",57,54,0.048,Económica,2.1,3.21
2023,Cauca,Newman Inc Rural,203,178,0.12,Trabajo infantil,1.9,6.3
2024,Casanare,"Mathis, Gonzalez and Wilson Rural",272,256,0.058,Trabajo infantil,1.9,1.88
2023,Cauca,Nguyen-Robbins Rural,145,135,0.067,Otro,2.1,1.38
2020,Chocó,Ramirez-Casey Rural,91,83,0.081,Otro,1.1,11.92
2022,Meta,Spencer Group Rural,274,265,0.03,Migración,1.5,3.54
2020,Chocó,"Jenkins, Watkins and Hill Rural",142,134,0.055,Acceso,2.0,8.63
2022,Amazonas,Davis-Wolfe Rural,124,102,0.176,Trabajo infantil,1.8,5.39
2020,Guaviare,Chavez and Sons Rural,99,92,0.067,Migración,2.1,5.89
2024,La Guajira,"Thomas, Hansen and Lam Rural",189,161,0.143,Trabajo infantil,2.3,1.53
2022,Chocó,Banks PLC Rural,225,200,0.109,Trabajo infantil,1.1,1.96
2024,Putumayo,Yang Inc Rural,260,226,0.128,Migración,1.0,1.57
2024,Chocó,"Blevins, King and Gregory Rural",145,126,0.13,Acceso,1.6,1.23
2021,Cauca,Harvey Ltd Rural,105,99,0.053,Migración,1.8,4.52
2021,Guaviare,"George, Johnson and Smith Rural",207,177,0.142,Otro,2.3,8.44
2024,Cauca,Lyons LLC Rural,156,150,0.038,Acceso,2.4,7.53
2020,La Guajira,Stevens-Bartlett Rural,286,267,0.065,Económica,1.7,0.46
2022,Putumayo,"Hamilton, Garza and Dalton Rural",85,74,0.129,Acceso,2.3,6.0
2024,Guaviare,"Gray, Case and Scott Rural",245,232,0.05,Trabajo infantil,1.3,0.16
2022,Amazonas,"Schneider, Liu and Allen Rural",240,239,0.002,Económica,1.3,1.5
2021,Nariño,Castaneda-Floyd Rural,128,113,0.117,Migración,1.3,0.2
2020,Casanare,Jones Ltd Rural,226,221,0.022,Económica,1.1,5.5
2023,Casanare,Ramirez-Coleman Rural,60,51,0.134,Migración,1.2,10.95
2024,Amazonas,"Morrison, Davis and Taylor Rural",170,155,0.085,Económica,2.4,1.97
2020,Cauca,Graham LLC Rural,127,112,0.117,Económica,2.1,1.43
2020,Nariño,Pham LLC Rural,200,176,0.116,Migración,1.3,4.3
2022,Amazonas,"Huang, Brewer and Boyd Rural",73,62,0.138,Migración,2.3,9.76
2022,Putumayo,Yoder Ltd Rural,140,121,0.131,Migración,2.3,30.22
2024,Nariño,Miller-Pope Rural,179,170,0.049,Otro,1.1,0.11
2024,Amazonas,Walker-Marquez Rural,185,168,0.088,Migración,2.1,2.23
2022,La Guajira,Clarke-Wiley Rural,280,247,0.117,Otro,1.0,1.88
2020,Nariño,Roberts Ltd Rural,285,235,0.172,Otro,2.3,5.31
2023,Putumayo,Haynes PLC Rural,228,198,0.131,Otro,1.3,7.18
2020,La Guajira,Johnson-Hill Rural,263,219,0.166,Trabajo infantil,2.5,0.2
2023,Nariño,Perez and Sons Rural,181,159,0.119,Migración,1.6,4.14
2022,Cauca,Flores LLC Rural,169,142,0.155,Económica,1.8,4.9
2023,Putumayo,Fletcher-Bennett Rural,230,204,0.112,Trabajo infantil,1.8,4.35
2020,Cauca,Wilson-Collins Rural,133,112,0.152,Acceso,1.2,23.38
2022,Meta,Ramirez PLC Rural,203,186,0.082,Trabajo infantil,2.0,6.14
2023,Nariño,Cook-Marks Rural,191,157,0.178,Acceso,1.4,2.47
2023,Nariño,"Williams, Harris and Espinoza Rural",269,235,0.125,Económica,2.3,13.17
2023,Putumayo,Thomas-Howard Rural,95,92,0.03,Económica,2.5,13.24
2023,Cauca,"Stout, Smith and Calhoun Rural",151,133,0.118,Acceso,1.8,1.19
2020,Cauca,"Freeman, Dixon and Higgins Rural",86,86,0.0,Acceso,1.6,27.17
2024,Cauca,Scott-Barker Rural,239,207,0.131,Migración,1.1,4.5
2021,Putumayo,Cannon PLC Rural,101,86,0.144,Otro,2.3,0.27
2023,Cauca,Garcia and Sons Rural,109,87,0.198,Acceso,2.1,5.66
2022,Chocó,"Gray, Meyer and Ortiz Rural",243,224,0.075,Acceso,1.5,2.34
2024,Casanare,Townsend-Campbell Rural,174,139,0.198,Otro,1.4,5.97
2023,Cauca,"Chapman, Baker and Thornton Rural",81,72,0.1,Trabajo infantil,1.7,5.23
2021,La Guajira,"Wall, Huff and Hanson Rural",57,53,0.063,Económica,2.1,5.05
2020,Meta,Burgess PLC Rural,223,206,0.076,Económica,2.5,4.57
2023,Putumayo,Mccann Inc Rural,89,77,0.128,Trabajo infantil,1.9,3.04
2020,Cauca,"Martinez, Garrison and Terry Rural",219,206,0.056,Otro,2.2,5.51
2023,Nariño,Young Inc Rural,125,114,0.083,Acceso,1.7,0.1
2022,Guaviare,Jackson and Sons Rural,137,120,0.117,Otro,1.8,7.55
2020,Casanare,Cardenas and Sons Rural,275,226,0.178,Económica,1.6,9.11
2022,Casanare,"Kelly, Maddox and Miller Rural",163,139,0.143,Acceso,1.1,8.12
2021,Guaviare,"Todd, White and White Rural",218,195,0.102,Trabajo infantil,2.3,3.35
2021,Meta,Taylor-Garcia Rural,160,139,0.128,Migración,1.5,2.57
2023,Meta,Pham PLC Rural,245,217,0.112,Económica,1.9,1.62
2023,Guaviare,Horne Ltd Rural,225,215,0.042,Otro,1.9,12.71
2023,Guaviare,Bryant Group Rural,268,217,0.188,Migración,1.8,2.19
2023,Chocó,Jones PLC Rural,176,144,0.179,Otro,2.5,0.27
2024,Putumayo,Franco Group Rural,246,222,0.096,Trabajo infantil,1.5,0.44
2020,Amazonas,Lee-Williams Rural,82,75,0.077,Trabajo infantil,1.5,4.67
2024,Amazonas,"Grant, Ruiz and Shaw Rural",245,234,0.043,Trabajo infantil,1.6,9.94
2023,Putumayo,Valencia Group Rural,141,122,0.131,Acceso,1.5,10.86
2021,Nariño,Johnson Ltd Rural,110,95,0.131,Trabajo infantil,1.9,1.69
2020,Chocó,Lopez PLC Rural,79,74,0.06,Trabajo infantil,1.3,8.11
2024,Putumayo,"Wright, Andrade and Davis Rural",59,52,0.113,Acceso,2.0,18.13
2023,Guaviare,Harding-Chen Rural,280,240,0.141,Acceso,1.4,3.13
2023,Amazonas,Bonilla Ltd Rural,131,121,0.074,Acceso,1.9,18.51
2022,Cauca,Adams-White Rural,256,232,0.09,Acceso,1.2,8.49
2021,Putumayo,Stanley-Garcia Rural,177,161,0.09,Otro,2.2,0.37
2022,La Guajira,"Nelson, Brown and Sandoval Rural",207,193,0.063,Trabajo infantil,1.5,1.18
2023,Nariño,Rosales Group Rural,177,160,0.091,Económica,2.3,1.56
2024,Nariño,"Goodwin, Atkinson and Shaw Rural",123,120,0.023,Trabajo infantil,1.1,0.53
2024,Casanare,Collins-Hayes Rural,255,232,0.087,Migración,1.9,18.07
2020,Cauca,"Gregory, Erickson and Hicks Rural",201,183,0.088,Trabajo infantil,1.4,7.12
2024,Guaviare,Vang-Humphrey Rural,171,154,0.097,Acceso,1.3,1.63
2020,Chocó,"Scott, West and Parker Rural",179,156,0.124,Trabajo infantil,1.6,8.0
2024,Putumayo,Warner-Hill Rural,101,96,0.04,Acceso,1.6,1.32
2024,Guaviare,"Jones, Spencer and Diaz Rural",166,158,0.048,Otro,1.3,0.69
2020,Guaviare,"Payne, Austin and Ramos Rural",270,253,0.062,Migración,1.9,5.6
2021,Meta,"Charles, Torres and Meyers Rural",118,113,0.035,Otro,2.2,0.32
2023,Amazonas,Moore and Sons Rural,183,159,0.13,Migración,1.5,0.79
2021,Nariño,Scott and Sons Rural,88,81,0.072,Trabajo infantil,2.3,2.1
2023,Putumayo,"Miller, Goodwin and Scott Rural",270,243,0.098,Económica,2.0,1.8
2023,Chocó,Sanchez Ltd Rural,260,244,0.058,Trabajo infantil,2.0,4.14
2022,Nariño,Christensen Group Rural,153,140,0.082,Migración,1.2,4.35
2021,Amazonas,Blair-Miller Rural,112,99,0.115,Trabajo infantil,1.7,3.52
2024,Casanare,Lawson-Obrien Rural,158,139,0.117,Económica,1.3,1.6
2022,La Guajira,Kramer-Carlson Rural,57,54,0.05,Trabajo infantil,2.2,3.35
2022,Guaviare,Spencer-Smith Rural,95,85,0.096,Económica,2.4,1.83
2023,Amazonas,Hunter Group Rural,64,60,0.058,Económica,1.5,8.64
2022,Cauca,Thomas and Sons Rural,280,253,0.094,Acceso,2.3,3.07
2020,Casanare,Nguyen Ltd Rural,291,271,0.068,Migración,1.4,6.46
2024,Guaviare,Green and Sons Rural,288,232,0.192,Económica,1.8,7.5
2024,Guaviare,"Guerra, Singh and Roberts Rural",114,97,0.141,Acceso,2.3,9.91
2021,Cauca,Bird-Baker Rural,247,217,0.12,Trabajo infantil,1.5,9.17
2024,Casanare,"Rodriguez, Sandoval and Byrd Rural",256,254,0.004,Migración,2.4,22.76
2021,La Guajira,"Pierce, Vincent and Wright Rural",77,70,0.086,Migración,1.3,1.09
2022,Meta,Ward Inc Rural,154,132,0.142,Trabajo infantil,2.3,3.36
2020,Meta,Wiggins PLC Rural,186,167,0.097,Trabajo infantil,2.0,3.3
2020,Putumayo,Gilbert PLC Rural,189,154,0.185,Acceso,1.7,9.11
2021,Chocó,Robinson Ltd Rural,275,234,0.148,Migración,1.5,2.61
2022,Chocó,"Bird, Kirk and Harris Rural",55,50,0.082,Otro,1.1,1.99
2020,Nariño,"Fletcher, Schmidt and Kirk Rural",114,93,0.178,Otro,1.6,0.67
2022,Cauca,"West, Hunter and Hobbs Rural",186,170,0.086,Migración,2.3,1.09
2023,Amazonas,Clark-Gonzalez Rural,282,227,0.195,Acceso,2.4,3.36
